DateTime,AddedIPs,RemovedIPs
1478034908,0,1
1478036707,6,2
1478039768,6,4
1478043302,256,256
1478043602,2,2
1478046901,34,4
1478050203,8,4
1478053802,0,3
1478057533,4,28
1478062802,0,3
1478067127,2,1
1478067307,2,0
1478070001,2,1
1478072708,0,1
1478075402,4,9
1478078110,2,1
1478082302,4,3
1478083685,0,1
1478084702,3,4
1478090102,4,5
1478092324,6,3
1478095216,6,4
1478099045,7,0
1478100374,2048,2048
1478102885,1,2
1478103099,256,256
1478105107,3,2
1478106305,4352,27136
1478106907,0,1
1478109002,257,256
1478109902,4,2
1478112488,4,9
1478113901,256,256
1478114775,1,5
1478118487,7,6
1478121104,256,256
1478121988,5,1
1478125802,2,6
1478126101,256,256
1478128305,256,256
1478128579,2,2
1478131906,1,0
1478132402,3,5
1478136002,34,5
1478139615,2,2
1478142965,2,4
1478146803,1,28
1478150343,2,6
1478152092,0,1
1478154008,2,5
1478157528,3,4
1478160909,0,1
1478160955,5,0
1478164575,3,2
1478167688,1,1
1478168407,4,3
1478169602,0,1
1478172002,4,3
1478175364,0,4
1478178998,5,4
1478182809,4,2
1478186107,0,2
1478186172,4,6
1478186646,3328,3328
1478189490,256,256
1478189869,3,0
1478192425,5120,17920
1478193358,7,1
1478195107,0,1
1478195702,256,256
1478197202,1,0
1478199002,258,260
1478200291,256,256
1478201478,1,7
1478203927,256,256
1478205302,3,5
1478206202,256,256
1478208002,6,6
1478211612,3,3
1478212577,256,256
1478214703,256,256
1478215452,4,3
1478217002,512,512
1478217603,3,0
1478218596,8,1
1478222172,19,5
1478224202,256,256
1478226246,4,4
1478229381,3,9
1478233202,2,18
1478236809,2,4
1478237702,1,0
1478240644,6,3
1478241909,0,1
1478242201,256,256
1478244002,3,4
1478247602,6,0
1478250968,0,1
1478251446,2,3
1478254609,3,4
1478258192,3,3
1478261782,4,3
1478265307,1,0
1478265406,2,4
1478265982,1,1
1478268991,3,2
1478270101,2560,2560
1478270651,256,256
1478270707,1,0
1478272571,256,256
1478272613,2,4
1478274604,256,256
1478276411,5,8
1478277760,512,512
1478279102,3584,31488
1478279505,256,256
1478279709,5,5
1478283100,256,256
1478283396,6,1
1478287043,2,3
1478289301,258,258
1478290802,4,5
1478293930,256,256
1478294139,6,7
1478295907,0,1
1478298015,3,5
1478301110,256,256
1478301849,5,6
1478303402,256,256
1478304303,3,0
1478305204,6,7
1478306252,256,256
1478308802,26,3
1478310308,0,1
1478312402,4,1
1478315813,5,4
1478319435,6,30
1478323210,3,5
1478326596,7,3
1478328310,1,0
1478328967,1,0
1478330402,4,4
1478330891,1,0
1478331907,1,0
1478334001,2,6
1478337002,0,2
1478337601,6,5
1478339402,256,256
1478340988,3,4
1478344802,7,3
1478348422,1,3
1478352002,2,2
1478355602,3,4
1478359202,1,8
1478359574,2816,2816
1478360706,0,1
1478362297,256,256
1478362579,5,6
1478365202,1024,33792
1478365929,512,512
1478366159,5,2
1478368202,256,256
1478370002,4,5
1478373609,4,6
1478376968,6,4
1478377452,512,512
1478378516,256,256
1478379367,0,1
1478380802,3,1
1478384184,0,8
1478387513,256,256
1478387769,6,0
1478390402,4,0
1478391116,256,256
1478391415,5,1
1478393401,256,256
1478394987,23,1
1478398806,2,2
1478402320,1,6
1478405755,2,36
1478409602,4,7
1478413104,3,1
1478416732,1,4
1478420168,5,6
1478423102,1,0
1478424174,4,3
1478427610,4,3
1478431202,4,3
1478431457,1024,102400
1478434602,3,4
1478436307,0,1
1478438407,1,5
1478441802,0,3
1478445329,7,3
1478449202,6,1
1478450102,2816,2816
1478452303,2304,7424
1478452809,0,1
1478456183,5,1
1478459707,0,1
1478459763,1,9
1478463308,256,256
1478463375,8,4
1478465402,256,256
1478467202,1,0
1478470304,256,256
1478470577,4,2
1478472604,256,256
1478474184,1,5
1478476202,256,256
1478476802,4,0
1478477447,256,256
1478477786,9,4
1478481609,21,1
1478485201,6,2
1478488612,2,9
1478492402,1,14
1478496004,4,2
1478499350,1,5
1478503202,5,0
1478506783,3,3
1478510205,1,3
1478513758,2,1
1478517602,4,2
1478521202,3,4
1478524543,2,1
1478526604,256,256
1478528402,0,2
1478532016,6,4
1478533202,2816,2816
1478535602,2,4
1478538002,256,8704
1478538302,256,0
1478538950,0,7
1478540102,256,256
1478540708,0,1
1478542810,7,2
1478546402,1,2
1478549806,3,2
1478551803,256,256
1478553602,3,7
1478557084,263,260
1478560588,4,2
1478564252,3,4
1478567778,31,2
1478568411,256,256
1478571847,4,3
1478575018,2,2
1478578802,4,20
1478582409,1,3
1478585767,1,6
1478589116,1,0
1478589381,2,4
1478590502,1,0
1478593201,3,1
1478596809,6,2
1478600402,3,5
1478603749,3,1
1478607385,2,5
1478611208,4,5
1478611801,1,0
1478614647,1,1
1478618211,2,1
1478621806,4,1
1478622003,3072,3072
1478623802,256,256
1478624402,0,26368
1478625607,3,4
1478628696,256,256
1478628924,4,2
1478632302,256,256
1478632537,2,2
1478633702,256,256
1478636255,2,3
1478638202,256,256
1478640008,3,2
1478643845,3,3
1478645404,256,256
1478646910,0,1
1478647012,3,2
1478648402,512,512
1478649901,1,0
1478650599,2,2
1478654401,16,1
1478658002,3,3
1478661427,3,9
1478665201,3,21
1478668808,6,9
1478672206,2,2
1478675892,2,1
1478679369,1,0
1478679396,2,1
1478682484,1,1
1478683207,5,0
1478686641,0,4
1478688243,2,0
1478690163,1,0
1478690183,4,4
1478694016,3,5
1478697553,6,5
1478701571,5,4
1478704990,2,2
1478708414,3,4
1478710802,3072,33024
1478712001,5,2
1478712902,2304,2304
1478715310,1,0
1478715604,3,5
1478717107,0,1
1478717402,256,256
1478718707,512,512
1478719212,6,2
1478721129,256,256
1478722674,3,3
1478726106,256,256
1478726194,1,2
1478728202,256,256
1478729506,256,256
1478729834,2,1
1478731507,0,1
1478733415,2,1
1478734571,256,256
1478736002,1,0
1478736727,256,256
1478737202,32,6
1478740802,4,4
1478744410,2,2
1478747931,0,17
1478751424,1,10
1478755206,3,7
1478758537,4,3
1478759049,1,0
1478762175,3,2
1478766012,11,6
1478769346,2,2
1478773194,4,5
1478776893,4,1
1478780186,7,6
1478784002,1,5
1478787601,4,3
1478791030,9,3
1478792102,3328,3328
1478793002,256,256
1478794821,257,260
1478796729,256,256
1478797502,0,23552
1478797907,256,256
1478798201,1,3
1478800202,256,256
1478801801,2,6
1478804402,256,256
1478805422,256,260
1478807401,256,256
1478809210,260,259
1478811136,256,256
1478812508,0,1
1478812532,8,3
1478814974,256,256
1478816394,259,258
1478818201,512,512
1478820302,2,2
1478822701,1,0
1478823603,3,0
1478825401,256,256
1478826949,16,3
1478830603,5,0
1478833907,256,256
1478834407,1,4
1478837786,1,26
1478841547,3,5
1478845112,6,4
1478847302,1,0
1478847902,0,1
1478848817,6,1
1478852396,1,2
1478856002,2,4
1478859426,1,2
1478862909,1,0
1478863214,5,6
1478866801,2,4
1478868111,256,256
1478870339,5,1
1478873780,0,1
1478874233,2817,2817
1478877093,256,256
1478877609,3,5
1478881201,258,258
1478883642,1536,30208
1478884506,256,256
1478884564,3,3
1478886307,0,1
1478886602,256,256
1478887904,256,256
1478889906,0,1
1478890202,3,4
1478892456,3,3
1478895601,2,3
1478897402,512,512
1478899004,258,261
1478900102,256,256
1478902807,4,1
1478905910,256,256
1478906401,2,2
1478907689,256,256
1478908802,2,0
1478909402,1,1
1478909812,262,259
1478911202,512,512
1478913850,19,4
1478917004,2,0
1478920610,3,5
1478924270,1,12
1478927797,3,8
1478931602,3,4
1478935211,1,5
1478938779,6,6
1478942218,7,2
1478945773,3,2
1478949409,5,0
1478953379,3,2
1478956807,3,4
1478957038,2815,2816
1478959891,512,512
1478960154,2,2
1478963817,2,2
1478965802,256,255
1478967386,262,260
1478970002,2304,21760
1478971211,3,2
1478971502,0,1
1478973127,256,256
1478974641,1,5
1478976306,0,1
1478976601,256,256
1478977900,256,256
1478978203,2,3
1478981782,2,5
1478982902,256,256
1478985325,4,1
1478986569,256,256
1478988965,259,259
1478990420,256,256
1478992549,1,4
1478995202,2,0
1478996208,8,5
1478997505,256,256
1479000008,14,3
1479000902,1,0
1479003364,3,5
1479007202,7,8
1479010584,5,25
1479014402,2,4
1479017782,2,4
1479021410,2,2
1479025207,2,6
1479028591,3,0
1479030309,0,2
1479031928,1,0
1479032189,2,1
1479036379,1,2
1479039735,3,1
1479042978,6,3
1479046804,2,6
1479047028,2048,2048
1479050198,2,2
1479052202,256,256
1479053785,4,4
1479055802,256,256
1479056416,1024,3072
1479057306,256,256
1479057602,0,4
1479059402,256,256
1479061202,5,5
1479064802,2,2
1479067925,256,256
1479068150,4,3
1479069301,256,256
1479071505,512,512
1479072007,4,5
1479075101,512,512
1479075602,1,3
1479079075,8,1
1479081602,2,0
1479082806,6,2
1479086134,22,4
1479089722,3,5
1479092402,0,1
1479093396,6,5
1479097204,2,20
1479100566,2,3
1479104156,2,5
1479107931,3,7
1479111605,5,2
1479114914,1,0
1479114973,2,0
1479116708,1,0
1479118539,1,4
1479122166,1,0
1479122501,5,6
1479126014,3,3
